,alt,lat,lon,pitch,rol,yaw
5157,82.67,32.9414607,35.106967,19.12,58.41,164.18
5158,82.88,32.9413989,35.1069704,18.44,61.11,169.1
5159,82.89,32.9413374,35.1069689,17.56,64.27,173.57
5160,83.03,32.9412766,35.1069629,16.6,67.66,179.51
5161,82.79,32.9412161,35.1069522,15.33,70.11,187.2
5162,82.4,32.9411563,35.1069358,13.84,71.49,194.37
5163,82.17,32.9410988,35.1069128,12.68,71.95,201.47
5164,81.8,32.9410444,35.1068838,11.67,71.19,208.92
5165,81.34,32.9409936,35.1068492,10.6,69.24,216.53
5166,81.21,32.9409469,35.106809,10.58,67.63,223.88
5167,80.82,32.9409047,35.1067636,11.42,65.9,231.03
5168,80.3,32.9408676,35.1067138,11.2,66.06,237.87
5169,80.2,32.9408362,35.1066608,10.59,67.28,244.4
5170,80.05,32.9408106,35.1066054,9.77,69.78,250.2
5171,80.19,32.94079,35.1065485,9.13,75.91,256.84
5172,79.8,32.9407744,35.1064913,8.62,81.06,262.01
5173,79.32,32.9407644,35.1064338,5.71,84.24,268.03
5174,79.3,32.9407597,35.1063766,1.2,83.26,274.66
5175,78.54,32.9407602,35.1063204,-2.13,81.3,282.13
5176,77.83,32.9407662,35.1062664,-3.44,78.51,290.5
5177,76.47,32.9407787,35.1062156,-3.29,72.56,299.71
5178,75.25,32.9407978,35.1061693,-2.6,66.69,308.86
5179,74.12,32.9408229,35.1061285,-0.8,59.89,318.23
5180,73.07,32.9408535,35.1060945,2.27,52.87,327.13
5181,72.46,32.9408884,35.1060685,6.56,47.34,334.89
5182,72.16,32.9409264,35.106051,11.89,41.62,340.96
5183,72.02,32.9409662,35.106042,16.49,35.46,345.51
5184,72.72,32.9410061,35.1060401,19.39,35.9,348.36
5185,73.79,32.9410447,35.1060436,21.86,40.25,351.11
5186,75.01,32.9410816,35.1060513,23.17,45.99,354.74
5187,76.57,32.9411172,35.1060628,22.94,52.24,359.38
5188,78.37,32.9411516,35.106078,22.02,56.98,4.59
5189,80.12,32.9411848,35.1060969,21.42,60.43,10.52
5190,81.21,32.9412166,35.1061194,21.33,61.87,17.0
5191,82.44,32.9412464,35.1061461,21.43,62.99,24.33
5192,83.45,32.9412736,35.1061775,21.98,63.5,32.7
5193,84.64,32.9412974,35.1062134,21.99,63.97,41.0
5194,85.91,32.9413166,35.106254,21.69,63.79,49.14
5195,86.81,32.941331,35.1062992,21.31,63.3,57.0
5196,87.89,32.9413403,35.1063479,21.34,62.7,64.87
5197,88.96,32.9413445,35.1063991,21.2,62.78,72.46
5198,89.72,32.9413435,35.1064522,21.25,62.82,80.1
5199,90.67,32.9413371,35.1065062,21.04,63.61,87.55
5200,91.28,32.9413256,35.1065601,20.41,64.83,95.73
5201,92.14,32.9413088,35.1066134,18.69,66.5,104.36
5202,92.92,32.9412865,35.1066651,17.27,67.59,110.72
5203,93.46,32.9412591,35.1067144,16.81,69.06,117.78
5204,94.0,32.9412272,35.1067612,16.56,70.21,124.45
5205,94.47,32.9411909,35.106805,15.5,72.45,131.23
5206,94.43,32.9411503,35.106845,13.65,75.24,138.32
5207,94.63,32.9411057,35.1068808,11.3,77.89,145.63
5208,94.49,32.9410574,35.1069119,8.5,79.58,152.78
5209,94.48,32.9410063,35.1069376,5.16,80.27,160.28
5210,93.89,32.9409525,35.1069573,2.07,77.81,167.95
5211,93.13,32.9408965,35.1069706,-0.52,76.11,176.21
5212,92.51,32.9408395,35.1069767,-1.85,73.02,184.85
5213,91.09,32.9407826,35.1069754,-2.55,69.83,192.46
5214,90.03,32.9407264,35.1069669,-2.65,65.83,199.48
5215,88.73,32.9406715,35.1069512,-2.3,61.96,206.44
5216,87.44,32.9406187,35.1069287,-1.85,58.49,213.6
5217,86.08,32.9405687,35.1068998,-1.32,56.38,219.87
5218,84.91,32.9405219,35.106865,-0.21,56.16,224.92
5219,83.7,32.9404785,35.1068255,0.97,56.67,230.21
5220,82.68,32.9404389,35.1067821,1.47,56.06,236.27
5221,81.42,32.9404032,35.1067357,0.66,55.89,243.01
5222,80.45,32.9403719,35.1066866,-0.6,56.03,249.01
5223,79.61,32.9403448,35.1066357,-1.39,56.38,254.07
5224,78.66,32.9403221,35.1065839,-1.77,56.92,258.5
5225,77.78,32.9403041,35.1065313,-1.95,58.26,262.9
5226,76.73,32.94029,35.1064784,-2.43,58.84,267.56
5227,75.62,32.9402796,35.1064257,-3.38,57.16,272.69
5228,74.47,32.9402732,35.1063736,-4.28,56.06,278.33
5229,73.35,32.9402709,35.1063225,-3.96,53.71,284.83
5230,72.02,32.9402731,35.1062731,-1.83,50.85,290.48
5231,70.68,32.9402801,35.1062257,1.19,45.54,295.23
5232,69.68,32.9402919,35.1061811,3.37,40.68,299.48
5233,68.7,32.9403082,35.1061395,4.74,36.8,303.55
5234,68.27,32.940328,35.106101,5.9,35.22,307.35
5235,67.91,32.94035,35.1060654,6.88,34.02,311.61
5236,67.44,32.9403735,35.1060327,5.88,31.86,314.62
5237,67.75,32.9403985,35.1060029,4.96,30.41,316.5
5238,67.22,32.9404243,35.1059756,3.85,25.1,318.07
5239,67.39,32.9404514,35.1059505,3.22,18.74,318.95
5240,67.13,32.9404792,35.105927,2.51,14.51,319.32
5241,67.02,32.9405072,35.1059049,2.56,10.09,319.47
5242,66.42,32.9405355,35.1058835,2.56,8.02,319.45
5243,65.66,32.940564,35.1058625,1.97,7.61,319.19
5244,65.32,32.940593,35.1058423,1.56,7.17,319.18
5245,65.13,32.9406221,35.1058224,1.01,5.88,319.77
5246,64.92,32.9406517,35.1058031,0.37,4.81,320.79
5247,64.37,32.9406811,35.1057844,0.34,3.76,321.79
5248,63.88,32.9407106,35.1057657,0.35,1.66,322.42
5249,63.71,32.9407404,35.1057476,0.17,1.29,323.26
5250,63.34,32.9407705,35.1057296,0.38,-0.23,323.94
5251,63.0,32.940801,35.1057118,1.28,-2.27,324.35
5252,62.61,32.9408315,35.1056941,1.96,-6.28,324.2
5253,62.29,32.9408616,35.1056763,2.89,-9.74,323.73
5254,62.07,32.940892,35.1056583,2.76,-11.68,322.98
5255,61.85,32.940922,35.1056398,2.29,-12.32,322.78
5256,62.09,32.9409522,35.1056208,1.89,-12.48,322.58
5257,62.17,32.9409821,35.1056014,0.85,-11.84,322.05
5258,62.33,32.9410118,35.1055816,0.74,-11.76,322.08
5259,62.16,32.9410415,35.1055612,-0.11,-12.26,321.83
5260,62.01,32.9410705,35.1055404,-0.13,-12.79,321.59
5261,61.74,32.9410993,35.1055192,-0.12,-13.45,320.57
5262,61.35,32.9411283,35.1054975,-0.94,-12.3,319.2
5263,61.44,32.9411573,35.1054755,-1.67,-12.6,317.94
5264,61.16,32.9411865,35.1054535,-1.94,-12.4,316.58
5265,60.72,32.9412151,35.1054312,0.09,-12.5,314.96
5266,60.25,32.9412431,35.1054081,2.61,-16.14,313.66
5267,60.21,32.9412707,35.1053845,3.18,-18.62,313.11
5268,60.22,32.9412978,35.1053602,2.87,-19.31,312.94
5269,60.52,32.9413246,35.1053352,2.28,-18.82,312.18
5270,60.53,32.9413507,35.1053095,1.72,-19.25,311.13
5271,60.61,32.9413764,35.1052832,2.46,-20.03,310.36
5272,60.87,32.9414014,35.105256,2.66,-17.77,309.87
5273,61.35,32.9414257,35.1052278,3.12,-11.87,308.07
5274,61.51,32.9414496,35.1051991,2.8,-9.29,305.03
5275,62.1,32.941473,35.1051705,3.11,-9.73,304.18
5276,62.94,32.941496,35.1051418,3.32,-10.12,304.97
5277,63.07,32.9415188,35.1051129,3.62,-8.03,305.78
5278,63.92,32.9415412,35.1050842,3.63,-2.18,306.29
5279,64.24,32.9415634,35.1050558,3.87,6.31,306.71
5280,64.59,32.9415856,35.1050282,3.84,14.21,307.33
5281,64.83,32.9416082,35.1050017,4.75,20.31,308.77
5282,65.05,32.9416316,35.1049762,5.69,27.22,311.69
5283,65.16,32.941656,35.1049523,7.23,28.4,316.3
5284,65.22,32.9416814,35.1049306,8.08,28.34,321.22
5285,65.68,32.9417081,35.1049122,8.62,30.03,326.59
5286,66.03,32.9417363,35.1048973,9.32,30.66,332.02
5287,66.52,32.9417654,35.1048855,9.99,31.15,335.95
5288,67.23,32.9417953,35.1048773,11.47,28.49,338.94
5289,67.35,32.9418257,35.1048716,13.0,26.63,342.28
5290,67.58,32.9418563,35.1048685,15.15,25.83,345.58
5291,67.91,32.9418869,35.1048687,17.26,24.43,348.44
5292,68.25,32.9419174,35.1048726,18.95,24.09,351.85
5293,68.72,32.9419472,35.1048794,20.17,23.79,355.57
5294,69.53,32.9419763,35.1048892,20.84,23.92,358.54
5295,70.22,32.9420047,35.1049017,21.85,25.2,1.31
5296,70.86,32.9420328,35.1049173,22.4,26.86,4.25
5297,71.58,32.9420598,35.1049354,22.61,29.74,7.56
5298,72.2,32.9420855,35.1049557,23.04,30.97,10.84
5299,72.96,32.9421104,35.1049789,23.15,31.31,14.06
5300,73.58,32.9421339,35.1050044,22.67,32.53,17.47
5301,74.31,32.9421561,35.1050319,21.94,36.53,21.86
5302,74.83,32.9421772,35.1050617,21.4,40.11,25.62
5303,75.22,32.9421968,35.1050938,21.16,44.26,29.32
5304,75.56,32.9422146,35.1051283,20.38,47.56,33.59
5305,75.81,32.9422301,35.1051646,19.56,49.06,38.76
5306,76.19,32.9422438,35.1052036,18.26,49.69,44.42
5307,76.15,32.9422555,35.1052451,17.37,49.93,50.33
5308,75.96,32.9422644,35.105289,17.15,48.57,56.31
5309,76.04,32.9422702,35.1053351,17.63,47.66,61.86
5310,76.09,32.9422727,35.1053834,18.42,46.43,66.76
5311,75.69,32.942271,35.1054333,19.27,45.24,71.29
5312,75.8,32.942266,35.1054845,20.07,44.46,76.05
5313,75.68,32.9422572,35.1055358,20.27,43.61,80.85
5314,75.7,32.9422444,35.1055868,19.59,43.52,85.1
5315,75.79,32.9422293,35.1056386,19.03,43.59,88.95
5316,75.79,32.9422117,35.1056901,18.57,44.3,92.32
5317,76.02,32.9421901,35.1057404,18.6,44.54,95.63
5318,76.12,32.9421661,35.1057902,18.36,43.22,98.49
5319,76.22,32.9421393,35.1058389,17.53,41.22,100.97
5320,76.34,32.9421102,35.1058866,16.34,40.32,103.35
5321,76.36,32.942079,35.1059336,14.68,40.29,106.32
5322,76.19,32.9420462,35.1059796,13.02,41.82,109.18
5323,76.06,32.9420117,35.1060246,11.73,41.88,111.7
5324,75.92,32.9419752,35.1060685,10.84,41.59,113.76
5325,75.55,32.9419369,35.1061113,10.76,41.09,116.43
5326,75.0,32.9418968,35.1061527,10.94,37.77,120.02
5327,74.47,32.9418547,35.1061925,10.44,32.98,123.12
5328,73.89,32.9418108,35.1062308,9.34,28.13,125.44
5329,73.76,32.9417653,35.1062677,7.87,24.7,127.32
5330,73.52,32.9417187,35.1063034,6.61,20.8,129.12
5331,73.18,32.941671,35.1063384,5.75,16.64,129.78
5332,72.87,32.9416225,35.1063726,5.67,15.45,129.24
5333,72.45,32.9415735,35.1064064,6.71,12.52,128.82
5334,71.56,32.9415238,35.1064395,7.51,5.24,130.02
5335,71.09,32.9414735,35.1064724,8.64,-1.59,132.19
5336,70.51,32.941423,35.1065053,11.18,-2.02,133.08
5337,70.3,32.9413723,35.1065383,13.96,-3.38,132.28
5338,70.24,32.9413216,35.1065717,16.59,-5.83,130.33
5339,70.62,32.9412711,35.1066051,17.98,-8.5,128.29
5340,71.09,32.9412214,35.1066385,17.56,-10.05,126.49
5341,71.84,32.9411728,35.1066725,15.57,-5.26,125.1
5342,73.11,32.9411252,35.1067066,14.57,-2.76,124.51
5343,73.72,32.9410777,35.1067411,13.67,-2.31,124.69
5344,74.41,32.9410304,35.1067753,13.11,-1.59,125.6
5345,74.95,32.9409833,35.1068095,12.56,-2.28,126.67
5346,75.67,32.9409364,35.1068435,11.72,-3.67,127.37
5347,76.28,32.9408897,35.1068775,11.14,-4.01,127.12
5348,76.81,32.9408431,35.1069111,10.5,-4.42,126.79
5349,77.28,32.9407966,35.1069448,9.14,-5.06,126.79
5350,77.78,32.9407503,35.1069787,7.12,-5.34,126.54
5351,78.32,32.9407043,35.1070126,6.75,-5.02,126.42
5352,78.41,32.9406581,35.1070467,6.13,-4.93,126.66
5353,79.07,32.9406122,35.1070809,5.4,-4.52,127.57
5354,79.18,32.9405663,35.1071153,4.83,-4.81,128.59
5355,79.41,32.94052,35.1071496,4.41,-3.91,129.28
5356,79.41,32.9404739,35.1071838,3.84,-3.81,129.43
5357,79.64,32.9404277,35.107218,3.27,-3.43,129.36
5358,79.76,32.9403815,35.1072526,2.7,-3.74,129.34
5359,79.95,32.9403352,35.107287,2.0,-3.94,128.82
5360,80.0,32.9402889,35.1073216,1.72,0.83,129.44
5361,79.94,32.9402425,35.1073559,2.0,6.77,130.84
5362,79.22,32.9401956,35.1073898,1.94,14.48,133.13
5363,79.2,32.9401486,35.1074233,1.37,23.25,136.25
5364,79.11,32.9401008,35.1074559,1.41,33.24,138.96
5365,78.87,32.9400519,35.1074869,1.19,45.02,141.86
5366,78.52,32.9400019,35.1075159,0.69,54.54,146.28
5367,77.78,32.9399501,35.1075415,-0.92,55.3,151.17
5368,77.38,32.9398966,35.1075629,-2.97,53.9,157.12
5369,77.06,32.939842,35.1075806,-2.62,50.66,164.52
5370,75.63,32.939786,35.1075942,-0.64,46.33,170.82
5371,74.6,32.9397292,35.1076027,2.34,40.86,176.82
5372,73.59,32.9396716,35.1076049,5.01,35.87,181.98
5373,72.7,32.9396136,35.1076011,8.03,34.1,186.36
5374,72.3,32.9395563,35.1075922,10.89,31.3,189.79
5375,72.04,32.9395,35.1075783,13.25,27.5,192.92
5376,71.98,32.9394448,35.1075601,14.88,25.94,195.99
5377,72.48,32.9393909,35.1075385,15.89,26.33,198.57
5378,72.72,32.9393383,35.1075142,16.05,29.89,200.95
5379,73.05,32.9392872,35.1074878,16.24,34.59,203.3
5380,73.52,32.9392377,35.1074594,16.37,37.52,205.33
5381,73.69,32.9391898,35.1074288,16.12,39.19,208.59
5382,73.96,32.9391436,35.1073962,15.54,39.93,211.76
5383,74.19,32.9390995,35.1073613,15.26,41.22,215.88
5384,74.34,32.9390571,35.1073245,14.99,42.5,220.4
5385,74.59,32.9390171,35.1072859,15.38,42.79,224.61
5386,74.56,32.9389799,35.1072452,15.96,42.32,228.23
5387,74.61,32.9389457,35.1072023,16.15,42.2,231.62
5388,74.65,32.9389142,35.1071578,15.71,42.2,235.77
5389,74.87,32.9388854,35.1071118,14.79,42.98,239.96
5390,74.98,32.938859,35.1070645,14.2,43.86,244.06
5391,74.81,32.9388348,35.1070166,13.36,44.12,248.61
5392,74.58,32.9388129,35.106968,12.66,43.11,253.19
5393,74.15,32.9387943,35.1069189,12.45,41.54,257.09
5394,73.93,32.9387792,35.1068695,13.06,39.73,260.71
5395,73.96,32.9387675,35.10682,13.78,37.08,263.57
5396,73.97,32.9387589,35.1067705,13.63,36.15,265.52
5397,74.31,32.9387533,35.1067215,13.05,36.89,266.79
5398,74.19,32.9387499,35.1066728,12.2,40.13,268.78
5399,73.93,32.9387482,35.1066245,11.02,43.38,271.51
5400,73.89,32.9387485,35.1065765,8.89,46.06,274.23
5401,73.73,32.9387503,35.106529,7.06,50.38,277.12
5402,72.91,32.9387539,35.106482,6.23,52.02,279.92
5403,72.42,32.9387602,35.1064362,5.85,51.68,283.43
5404,71.47,32.9387695,35.1063915,5.55,50.28,287.73
5405,70.38,32.9387815,35.1063482,4.83,50.35,293.15
5406,69.43,32.9387966,35.1063067,4.96,48.94,297.83
5407,68.53,32.938815,35.1062676,5.52,46.25,302.85
5408,67.51,32.9388369,35.1062311,5.95,45.46,306.95
5409,66.76,32.9388618,35.1061977,6.74,44.97,311.53
5410,65.89,32.9388894,35.1061677,7.6,43.88,314.84
5411,65.42,32.9389194,35.1061408,8.69,41.63,318.76
5412,64.47,32.9389512,35.106117,9.18,40.33,321.31
5413,64.23,32.9389847,35.1060966,8.84,41.73,324.43
5414,63.63,32.9390195,35.1060794,8.07,39.15,328.34
5415,63.12,32.9390551,35.106065,6.71,35.96,331.91
5416,63.01,32.9390916,35.1060533,5.65,30.3,334.29
5417,62.63,32.9391284,35.1060435,5.95,21.67,335.99
5418,62.06,32.9391657,35.1060357,6.5,12.56,337.25
5419,61.59,32.9392035,35.1060293,6.73,4.93,338.63
5420,61.49,32.9392414,35.1060237,6.99,3.14,336.98
5421,61.16,32.9392796,35.1060187,8.15,2.02,333.56
5422,60.51,32.9393181,35.1060142,9.17,0.18,331.98
5423,59.99,32.9393567,35.1060098,9.32,-3.58,332.42
5424,59.74,32.9393956,35.1060051,8.82,-7.76,333.93
5425,59.75,32.9394341,35.1059998,8.78,-12.62,334.77
5426,59.58,32.939472,35.1059933,8.34,-13.82,334.66
5427,60.39,32.9395093,35.1059855,7.85,-14.23,333.96
5428,60.61,32.9395465,35.1059768,7.39,-10.74,331.95
5429,60.92,32.9395834,35.1059674,6.71,-6.92,329.44
5430,60.93,32.9396201,35.1059578,6.69,-7.57,328.69
5431,61.24,32.9396564,35.1059469,6.2,-7.04,329.27
5432,61.35,32.9396925,35.1059359,6.05,-6.38,330.39
5433,61.21,32.9397287,35.105925,4.87,-4.1,331.49
5434,61.53,32.9397645,35.1059137,3.15,-1.97,331.11
5435,61.7,32.9398002,35.1059025,2.09,-0.66,330.1
5436,61.47,32.9398358,35.1058915,1.06,-0.13,329.64
5437,61.75,32.9398716,35.1058805,0.89,-1.31,330.16
5438,60.8,32.9399072,35.1058691,-0.14,-0.33,331.28
5439,61.12,32.9399427,35.1058577,-0.05,2.34,331.84
5440,60.8,32.9399783,35.105847,-0.08,3.49,331.15
5441,60.3,32.9400139,35.1058367,0.56,2.89,330.5
5442,59.69,32.9400495,35.1058268,0.79,0.77,330.26
5443,60.0,32.9400855,35.1058178,0.11,1.27,330.19
5444,59.68,32.9401219,35.1058091,-0.05,0.58,330.79
5445,59.23,32.9401583,35.1058005,-0.13,0.3,331.8
5446,58.76,32.9401945,35.1057925,-0.02,-4.17,331.45
5447,58.66,32.9402306,35.1057843,0.07,-9.09,331.44
5448,57.95,32.9402669,35.1057757,0.0,-12.96,332.07
5449,57.91,32.9403031,35.1057668,0.6,-10.87,332.41
5450,57.23,32.9403393,35.1057576,0.04,-9.99,331.89
5451,57.95,32.9403755,35.1057476,-0.41,-8.16,331.29
5452,57.65,32.9404112,35.1057371,-0.08,-5.68,331.51
5453,57.73,32.9404466,35.1057267,0.78,-2.91,331.79
5454,57.54,32.9404821,35.1057167,0.54,-2.52,330.44
5455,58.01,32.940518,35.1057074,0.07,-0.3,328.06
5456,58.42,32.940554,35.1056984,-0.28,1.8,327.34
5457,58.54,32.9405899,35.1056896,-0.29,-1.27,330.09
5458,57.86,32.9406256,35.1056806,0.29,-8.07,333.17
5459,57.92,32.9406612,35.1056719,0.81,-12.15,334.69
5460,57.64,32.9406964,35.1056633,1.45,-11.63,333.95
5461,57.49,32.9407315,35.1056542,1.66,-10.57,332.3
5462,57.41,32.9407665,35.1056444,2.16,-9.86,331.01
5463,57.75,32.9408013,35.1056341,3.02,-8.16,330.73
5464,57.72,32.9408359,35.1056238,2.98,-5.91,330.92
5465,57.83,32.9408703,35.1056139,3.13,-6.91,330.57
5466,58.45,32.9409051,35.1056043,2.76,-13.03,329.52
5467,58.71,32.9409396,35.1055946,2.16,-19.24,328.11
5468,59.24,32.9409732,35.1055844,1.81,-22.88,326.55
5469,59.54,32.9410065,35.1055737,2.36,-20.79,325.75
5470,59.5,32.94104,35.105562,2.46,-14.17,325.82
5471,59.94,32.9410725,35.1055495,2.49,-7.77,326.05
5472,59.91,32.9411045,35.1055374,3.27,-5.34,326.49
5473,60.33,32.9411363,35.1055252,3.23,-2.99,327.4
5474,61.02,32.941168,35.1055135,2.61,-4.54,328.07
5475,61.39,32.9411993,35.1055022,2.55,-8.42,327.52
5476,61.8,32.9412298,35.1054909,2.59,-12.98,326.86
5477,62.78,32.9412603,35.1054799,2.57,-13.57,326.92
5478,63.17,32.9412902,35.1054687,3.11,-7.78,328.42
5479,63.44,32.9413197,35.105457,3.11,-4.8,330.19
5480,63.71,32.9413493,35.1054455,2.62,-1.6,331.42
5481,63.8,32.9413797,35.1054348,1.73,-0.18,331.08
5482,63.73,32.9414097,35.1054246,1.71,-4.76,329.85
5483,63.97,32.9414395,35.105415,1.91,-12.15,328.18
5484,64.16,32.9414695,35.1054057,2.66,-14.14,326.57
5485,64.76,32.9414994,35.1053964,2.63,-13.26,324.82
5486,65.12,32.9415292,35.1053868,3.03,-7.63,324.56
5487,65.66,32.941559,35.105377,2.17,-5.08,325.22
5488,66.06,32.9415887,35.1053676,2.28,-2.73,326.92
5489,66.29,32.9416184,35.1053584,2.05,-0.74,328.67
5490,66.29,32.9416478,35.1053496,2.26,-1.66,329.85
5491,66.32,32.941678,35.1053414,2.07,0.18,330.94
5492,66.48,32.9417083,35.1053333,1.58,2.1,331.53
5493,66.83,32.9417393,35.1053269,1.12,0.21,331.51
5494,67.18,32.9417701,35.1053211,1.07,-0.33,331.45
5495,67.04,32.9418009,35.1053161,2.22,-0.33,331.98
5496,67.37,32.9418314,35.105311,2.27,0.18,332.85
5497,68.07,32.9418617,35.1053065,2.15,1.39,333.92
5498,68.2,32.9418922,35.1053023,2.54,2.92,334.84
5499,68.11,32.9419234,35.1052996,2.38,9.2,336.73
5500,68.31,32.9419545,35.1052979,2.88,14.79,338.47
5501,68.0,32.9419844,35.1052958,4.04,17.67,339.68
5502,67.87,32.9420161,35.105297,4.71,15.75,340.43
5503,68.06,32.9420469,35.1052994,6.14,11.52,341.97
5504,67.87,32.9420777,35.1053038,6.9,13.36,344.27
5505,67.98,32.9421084,35.1053097,7.14,14.91,347.13
5506,68.09,32.9421394,35.105318,7.14,15.54,349.78
5507,68.42,32.9421696,35.1053275,7.61,10.59,351.73
5508,68.21,32.9421994,35.1053383,8.25,9.85,353.39
5509,68.29,32.9422288,35.1053504,8.45,12.79,355.15
5510,68.41,32.9422577,35.105364,7.33,13.43,356.52
5511,68.73,32.9422867,35.1053799,5.35,11.5,357.04
5512,68.98,32.9423151,35.1053964,4.23,13.42,358.35
5513,68.79,32.9423437,35.1054142,3.42,16.79,0.61
5514,69.11,32.9423723,35.1054333,2.57,20.25,3.16
5515,68.45,32.9424011,35.105454,2.6,20.31,5.23
5516,67.93,32.9424294,35.1054761,2.73,18.9,7.11
5517,67.06,32.9424568,35.1054998,3.23,18.85,9.03
5518,66.63,32.9424843,35.1055261,3.72,21.08,10.69
5519,66.21,32.9425116,35.1055549,4.07,24.27,12.43
5520,65.81,32.9425379,35.105586,4.23,23.84,13.98
5521,65.46,32.9425632,35.1056188,4.1,24.67,16.33
5522,64.76,32.9425882,35.1056534,3.13,26.14,19.97
5523,64.54,32.942612,35.1056894,3.43,23.95,23.1
5524,63.48,32.9426354,35.1057274,5.34,11.86,24.72
5525,62.8,32.9426579,35.105767,8.15,4.53,25.19
5526,61.89,32.9426793,35.105808,9.89,2.57,24.61
5527,61.53,32.9427001,35.1058503,10.87,4.85,25.08
5528,61.28,32.9427205,35.1058935,12.27,9.32,27.12
5529,61.08,32.94274,35.1059378,12.39,18.12,29.34
5530,61.59,32.9427582,35.1059833,12.58,28.58,32.38
5531,61.75,32.9427751,35.1060298,13.06,35.51,35.29
5532,61.7,32.9427903,35.1060775,14.14,30.38,37.55
5533,61.49,32.9428033,35.1061268,15.95,12.67,39.48
5534,61.46,32.9428147,35.1061771,16.12,4.92,41.48
5535,61.91,32.9428247,35.106228,16.27,8.45,43.03
5536,61.97,32.9428336,35.1062792,16.57,17.72,44.77
5537,62.22,32.9428412,35.1063307,17.11,26.56,46.96
5538,62.29,32.9428473,35.1063825,17.49,28.21,48.83
5539,62.43,32.9428514,35.1064349,18.17,25.0,50.86
5540,62.53,32.9428531,35.1064878,18.38,23.76,53.14
5541,62.75,32.9428529,35.1065413,18.58,25.6,56.06
5542,63.02,32.942851,35.1065949,18.39,28.69,58.89
5543,63.29,32.9428469,35.1066486,18.34,34.16,62.5
5544,63.39,32.9428409,35.1067024,18.22,38.48,66.3
5545,63.51,32.9428325,35.1067568,18.2,40.29,69.79
5546,63.41,32.9428211,35.1068111,18.63,38.77,73.31
5547,63.36,32.942807,35.1068652,19.16,29.39,76.42
5548,63.68,32.9427904,35.1069189,19.1,23.6,79.18
5549,63.66,32.9427716,35.106972,18.75,25.21,81.89
5550,63.75,32.9427509,35.1070245,18.42,30.49,85.42
5551,63.68,32.9427285,35.1070764,18.22,35.2,89.67
5552,63.84,32.9427041,35.1071274,17.88,36.01,92.48
5553,63.99,32.9426774,35.1071775,18.32,34.63,95.56
5554,63.96,32.9426483,35.1072266,18.66,31.69,97.68
5555,63.78,32.9426168,35.1072741,18.96,31.2,100.63
5556,64.12,32.9425837,35.1073203,19.01,33.25,103.47
5557,64.15,32.942549,35.1073651,19.14,35.4,106.3
5558,64.13,32.9425124,35.1074081,19.52,36.36,108.54
5559,64.27,32.9424741,35.1074494,19.92,34.88,111.76
5560,64.01,32.942434,35.107489,19.73,33.93,115.27
5561,64.2,32.9423922,35.1075266,18.52,34.67,119.89
5562,64.53,32.9423491,35.1075621,18.02,37.22,123.37
5563,64.63,32.9423045,35.1075954,18.52,38.6,126.29
5564,64.67,32.9422585,35.1076262,19.61,39.21,128.84
5565,64.53,32.9422113,35.1076545,20.77,38.58,131.48
5566,64.54,32.9421628,35.1076801,21.08,37.58,134.71
5567,64.49,32.9421132,35.1077028,20.52,37.42,139.07
5568,64.77,32.9420628,35.1077225,20.02,36.87,142.6
5569,64.94,32.9420118,35.1077394,19.92,36.99,146.38
5570,65.16,32.9419603,35.1077536,20.11,37.71,149.74
5571,65.47,32.9419084,35.1077648,20.28,38.95,152.54
5572,65.69,32.9418564,35.1077732,20.34,39.1,156.15
5573,65.89,32.9418042,35.107779,20.08,39.19,159.64
5574,66.14,32.941752,35.1077819,20.17,39.76,163.36
5575,66.25,32.9416997,35.1077817,20.44,39.92,166.25
5576,66.26,32.9416479,35.1077785,20.98,38.69,169.2
5577,66.53,32.9415966,35.1077722,21.42,37.46,172.07
5578,66.78,32.9415461,35.1077632,21.38,36.72,175.0
5579,67.08,32.9414963,35.1077516,21.34,36.94,178.11
5580,67.27,32.9414471,35.1077376,20.9,38.4,181.19
5581,67.38,32.9413989,35.1077218,21.04,38.91,184.74
5582,67.37,32.9413514,35.1077036,20.87,39.2,188.39
5583,67.48,32.9413052,35.1076832,20.59,40.3,192.34
5584,67.44,32.9412601,35.1076604,19.99,40.54,196.53
5585,67.79,32.9412165,35.1076351,19.6,40.21,200.29
5586,67.9,32.9411747,35.1076076,19.58,40.28,203.6
5587,67.92,32.9411345,35.1075778,18.66,37.97,206.79
5588,68.06,32.9410959,35.1075464,17.19,32.02,208.53
5589,68.48,32.9410587,35.1075134,14.85,19.49,209.44
5590,68.61,32.9410227,35.1074794,12.25,8.79,209.91
5591,68.84,32.9409871,35.1074446,8.81,3.3,210.2
5592,68.71,32.9409513,35.1074094,6.71,2.47,210.28
5593,68.21,32.9409158,35.1073747,5.47,1.07,210.02
5594,67.73,32.9408803,35.1073391,5.31,0.32,211.06
5595,67.39,32.9408436,35.1073027,4.28,1.39,212.7
5596,66.78,32.9408065,35.107266,4.25,1.13,213.95
5597,66.1,32.9407691,35.1072291,4.93,-0.04,213.99
5598,65.44,32.9407315,35.1071921,5.86,-0.19,213.89
5599,64.98,32.9406935,35.1071544,6.49,-0.86,213.76
5600,64.44,32.9406546,35.1071159,6.38,-0.87,214.02
5601,64.03,32.9406154,35.1070774,6.84,0.21,215.16
5602,64.07,32.9405757,35.107039,7.37,5.74,217.14
5603,63.93,32.9405361,35.1069999,6.96,11.95,218.81
5604,63.7,32.9404968,35.1069604,7.02,14.56,219.59
