,alt,lat,lon,pitch,rol,yaw
1395,77.38,32.9434353,35.1065607,10.31,43.88,193.42
1396,77.58,32.9433847,35.1065499,9.96,41.34,197.58
1397,77.74,32.9433352,35.1065364,9.74,38.37,201.39
1398,77.85,32.9432872,35.1065201,9.7,34.33,204.39
1399,78.15,32.9432406,35.1065013,10.03,30.66,206.48
1400,78.33,32.9431952,35.1064805,10.08,27.84,208.12
1401,78.43,32.9431508,35.1064582,9.69,25.7,210.15
1402,78.6,32.9431075,35.1064347,9.16,22.44,212.24
1403,78.72,32.9430652,35.1064102,8.48,19.15,214.31
1404,79.08,32.9430241,35.1063852,8.05,16.52,215.86
1405,79.28,32.9429836,35.1063594,7.51,13.5,216.76
1406,79.44,32.9429441,35.1063335,7.16,10.63,217.14
1407,79.72,32.9429046,35.1063068,6.32,7.39,216.98
1408,80.09,32.9428655,35.1062798,5.75,5.07,216.26
1409,79.75,32.9428269,35.1062531,5.49,2.12,215.63
1410,79.88,32.9427882,35.1062266,4.29,-0.8,215.39
1411,80.07,32.9427501,35.1062004,4.34,-2.47,215.32
1412,79.91,32.9427116,35.106174,3.85,-3.46,215.46
1413,80.02,32.9426729,35.1061479,3.44,-4.35,215.61
1414,79.96,32.9426341,35.1061224,2.98,-5.26,215.63
1415,79.96,32.9425951,35.1060973,3.23,-6.76,215.11
1416,79.7,32.9425558,35.1060725,2.77,-8.36,214.32
1417,79.58,32.9425162,35.1060482,2.82,-10.45,213.26
1418,79.6,32.9424758,35.1060245,2.53,-11.98,212.06
1419,79.42,32.9424353,35.1060012,2.22,-12.23,210.47
1420,79.23,32.9423945,35.1059784,1.91,-12.75,208.49
1421,79.08,32.9423529,35.1059563,1.59,-14.16,206.99
1422,78.76,32.942311,35.1059355,2.0,-14.88,205.83
1423,78.45,32.9422684,35.1059154,1.99,-15.61,204.64
1424,78.11,32.9422252,35.105896,2.09,-15.82,202.95
1425,77.83,32.9421811,35.1058779,2.07,-16.43,201.36
1426,77.57,32.9421361,35.1058604,1.99,-16.7,199.87
1427,77.28,32.9420903,35.105844,2.12,-16.71,198.49
1428,77.25,32.9420438,35.1058292,2.24,-16.68,196.98
1429,77.25,32.9419967,35.1058154,2.63,-16.05,195.34
1430,76.85,32.941949,35.1058027,2.66,-12.26,194.18
1431,76.78,32.9419009,35.1057909,2.25,-7.89,193.33
1432,76.64,32.9418523,35.1057799,1.85,-3.68,192.45
1433,76.52,32.9418038,35.1057692,1.74,-2.59,191.37
1434,76.33,32.9417539,35.1057591,2.16,-3.54,190.59
1435,76.26,32.9417038,35.1057488,2.0,-4.02,190.6
1436,76.16,32.941653,35.1057389,2.38,-3.81,191.06
1437,75.87,32.9416022,35.1057292,2.8,-3.09,191.47
1438,75.74,32.9415511,35.1057195,2.87,-1.69,191.4
1439,75.55,32.9414998,35.1057102,3.08,-2.4,190.6
1440,75.46,32.9414484,35.1057009,2.59,-4.27,189.44
1441,75.31,32.9413972,35.1056917,1.22,-7.35,188.97
1442,75.19,32.9413454,35.1056832,0.26,-10.96,189.01
1443,75.25,32.9412934,35.105675,-1.41,-15.86,188.8
1444,75.28,32.9412412,35.1056674,-2.34,-21.84,188.2
1445,74.89,32.9411884,35.1056609,-2.94,-27.15,186.5
1446,74.32,32.9411351,35.1056558,-3.88,-30.85,183.83
1447,73.86,32.9410813,35.1056522,-4.73,-33.15,180.77
1448,73.22,32.9410268,35.1056507,-5.82,-34.37,178.02
1449,72.59,32.9409719,35.1056515,-6.62,-35.59,175.31
1450,71.96,32.9409165,35.1056545,-6.47,-36.27,172.08
1451,71.2,32.9408605,35.1056601,-5.9,-36.55,168.62
1452,70.29,32.9408045,35.1056689,-5.63,-37.28,164.74
1453,69.76,32.940748,35.105681,-5.18,-37.7,160.53
1454,68.8,32.9406911,35.1056966,-4.57,-39.26,156.35
1455,68.1,32.9406349,35.1057161,-2.93,-41.2,151.55
1456,67.43,32.9405803,35.1057397,-1.24,-43.07,146.97
1457,66.95,32.9405268,35.1057677,0.38,-44.21,141.48
1458,66.37,32.9404748,35.1058005,0.84,-43.4,135.4
1459,66.18,32.9404255,35.1058382,1.37,-44.12,129.01
1460,65.92,32.9403787,35.1058801,2.87,-42.42,123.24
1461,65.81,32.9403349,35.1059255,5.34,-39.75,118.03
1462,65.96,32.9402942,35.1059733,7.7,-38.77,112.21
1463,65.96,32.940256,35.1060226,8.39,-39.86,108.53
1464,66.46,32.9402217,35.1060745,8.61,-41.05,106.19
1465,67.44,32.9401909,35.1061281,8.24,-42.72,103.7
1466,68.03,32.9401632,35.1061832,6.71,-43.37,100.31
1467,68.69,32.9401385,35.1062394,4.72,-44.05,96.35
1468,69.07,32.940116,35.1062957,3.65,-46.11,92.99
1469,69.26,32.9400958,35.1063523,3.25,-48.1,88.42
1470,69.32,32.940079,35.1064098,2.86,-49.66,84.44
1471,69.39,32.9400659,35.1064677,2.88,-52.18,78.92
1472,69.37,32.9400566,35.1065257,1.92,-54.48,73.23
1473,69.52,32.9400516,35.1065835,1.0,-53.17,67.9
1474,69.8,32.9400507,35.1066405,-0.02,-49.62,61.41
1475,69.54,32.9400536,35.1066963,-0.05,-45.16,54.61
1476,69.44,32.9400607,35.1067499,0.89,-42.77,49.79
1477,69.26,32.9400713,35.1068016,2.86,-40.47,45.31
1478,69.22,32.9400857,35.1068512,4.28,-37.66,41.81
1479,69.25,32.9401039,35.1068983,5.64,-37.66,37.91
1480,69.39,32.9401246,35.1069427,6.36,-39.58,33.95
1481,69.77,32.9401467,35.1069836,7.05,-41.38,30.18
1482,69.79,32.9401708,35.1070211,7.39,-43.78,26.48
1483,70.18,32.9401966,35.1070549,7.19,-46.33,22.34
1484,70.64,32.9402243,35.1070853,6.45,-48.39,18.14
1485,71.08,32.9402535,35.1071119,5.31,-48.17,13.04
1486,71.26,32.9402839,35.1071348,4.06,-47.8,8.57
1487,71.48,32.9403154,35.1071542,2.9,-47.39,3.28
1488,71.77,32.9403472,35.1071693,2.27,-46.48,359.72
1489,71.94,32.9403788,35.1071799,2.0,-45.77,355.93
1490,72.02,32.9404114,35.1071872,1.57,-45.29,351.99
1491,72.11,32.940445,35.1071913,0.34,-43.46,348.85
1492,72.16,32.9404781,35.1071913,-1.03,-42.59,346.01
1493,72.12,32.9405112,35.1071882,-2.32,-40.48,342.78
1494,71.87,32.9405445,35.1071818,-3.1,-36.11,338.92
1495,71.53,32.9405779,35.1071723,-2.86,-29.91,335.0
1496,71.09,32.9406106,35.1071602,-1.25,-24.51,331.09
1497,70.56,32.9406426,35.1071455,1.26,-20.94,328.36
1498,70.23,32.940674,35.1071279,3.84,-17.69,326.69
1499,69.98,32.9407043,35.1071084,5.74,-15.15,325.65
1500,69.93,32.9407335,35.1070872,7.33,-13.06,324.69
1501,70.2,32.9407623,35.1070645,8.32,-11.07,324.05
1502,70.72,32.9407904,35.1070409,9.04,-10.36,323.2
1503,71.22,32.9408179,35.1070167,9.28,-11.14,321.64
1504,71.82,32.9408444,35.106992,9.35,-12.08,319.82
1505,72.61,32.9408704,35.1069668,9.42,-12.98,318.27
1506,73.27,32.9408954,35.106941,9.96,-15.09,316.93
1507,73.88,32.9409193,35.1069146,10.37,-15.83,316.42
1508,74.76,32.940943,35.1068878,10.66,-16.91,315.15
1509,75.41,32.9409657,35.1068604,10.38,-16.49,313.58
1510,76.2,32.9409868,35.1068326,10.79,-15.52,311.56
1511,76.7,32.9410072,35.1068042,10.87,-14.32,309.43
1512,77.36,32.9410266,35.1067748,9.87,-12.04,308.82
1513,78.18,32.9410451,35.1067451,9.17,-11.53,309.41
1514,78.83,32.9410632,35.106715,9.43,-11.12,309.87
1515,79.38,32.9410807,35.1066842,8.9,-10.66,309.44
1516,79.95,32.9410977,35.1066538,7.44,-10.04,308.07
1517,80.99,32.9411142,35.106623,5.66,-10.49,305.79
1518,81.16,32.9411291,35.1065907,3.95,-10.07,304.9
1519,81.6,32.9411446,35.106559,2.47,-10.65,304.17
1520,81.72,32.9411592,35.1065259,2.02,-11.87,303.39
1521,81.94,32.9411744,35.1064931,2.18,-11.13,302.68
1522,82.06,32.9411879,35.106459,2.27,-10.73,301.69
1523,81.82,32.9412006,35.1064241,2.49,-10.28,301.05
1524,81.83,32.9412136,35.1063894,2.79,-10.87,300.94
1525,82.09,32.9412261,35.1063539,3.07,-11.43,300.95
1526,82.04,32.9412381,35.1063173,3.32,-11.66,300.11
1527,82.23,32.9412495,35.1062801,2.98,-8.46,298.24
1528,82.18,32.9412607,35.1062427,3.23,-5.72,295.73
1529,82.38,32.9412714,35.1062047,3.61,-2.3,294.21
1530,82.53,32.941282,35.106167,4.57,-0.2,293.42
1531,82.54,32.9412925,35.106129,4.82,0.66,293.67
1532,83.03,32.9413025,35.1060907,4.93,1.58,295.12
1533,83.55,32.9413122,35.1060522,5.16,2.19,296.48
1534,83.86,32.9413223,35.1060141,5.58,3.85,296.44
1535,84.02,32.9413322,35.1059757,6.05,4.45,295.29
1536,84.16,32.9413424,35.1059373,6.27,3.23,294.36
1537,84.22,32.9413526,35.1058993,6.7,3.12,294.95
1538,84.33,32.9413629,35.1058615,7.13,2.01,296.12
1539,84.55,32.9413735,35.1058237,7.12,2.33,297.31
1540,84.86,32.9413841,35.1057862,7.36,-0.03,297.4
1541,85.0,32.9413945,35.1057486,7.42,-0.78,296.84
1542,85.19,32.9414051,35.1057111,7.7,-1.32,296.07
1543,85.52,32.9414159,35.1056739,7.46,-0.26,295.42
1544,85.62,32.9414261,35.1056369,7.53,1.37,294.75
1545,86.32,32.9414365,35.1055998,7.65,1.37,294.01
1546,86.46,32.9414469,35.105563,7.31,0.23,293.76
1547,87.07,32.9414572,35.1055264,5.84,0.96,294.01
1548,87.58,32.9414672,35.1054898,4.63,0.08,294.37
1549,88.18,32.941477,35.1054529,4.68,0.0,294.96
1550,88.29,32.9414868,35.1054161,4.87,3.69,295.59
1551,88.27,32.9414969,35.1053795,5.29,10.84,295.85
1552,88.29,32.9415071,35.105343,5.45,17.29,296.27
1553,88.22,32.9415176,35.1053069,5.79,21.42,297.41
1554,88.3,32.9415292,35.1052714,5.53,24.85,299.91
1555,88.66,32.941542,35.1052367,4.88,25.79,302.84
1556,88.64,32.9415558,35.1052028,4.05,27.18,305.59
1557,88.73,32.9415708,35.1051701,3.47,28.67,307.76
1558,89.12,32.9415871,35.1051386,3.08,30.81,309.71
1559,89.03,32.9416044,35.105108,2.83,33.85,312.06
1560,88.85,32.941623,35.1050786,2.89,35.96,314.6
1561,88.5,32.9416432,35.1050513,2.95,33.56,316.35
1562,88.54,32.9416654,35.1050261,3.1,31.36,318.82
1563,88.67,32.9416887,35.1050024,3.38,30.29,321.85
1564,88.24,32.941713,35.1049801,3.46,30.96,324.86
1565,87.94,32.9417384,35.1049595,3.24,30.16,326.97
1566,87.74,32.9417652,35.1049412,3.6,28.06,328.59
1567,87.17,32.9417933,35.104925,3.68,28.25,330.82
1568,87.22,32.9418226,35.1049107,3.47,29.53,333.91
1569,87.12,32.9418526,35.1048981,2.89,33.09,337.58
1570,87.03,32.9418832,35.1048873,3.34,35.45,341.31
1571,86.67,32.9419146,35.1048787,3.83,37.04,344.47
1572,86.51,32.9419468,35.1048728,4.73,37.49,347.7
1573,86.12,32.9419798,35.1048699,4.88,35.97,351.78
1574,85.81,32.9420133,35.1048702,5.04,34.3,356.18
1575,85.85,32.9420471,35.1048736,6.12,34.18,0.22
1576,85.79,32.942081,35.1048805,7.49,34.88,3.83
1577,85.62,32.9421146,35.1048909,8.29,35.08,6.97
1578,85.8,32.9421481,35.1049044,9.48,33.43,10.05
1579,86.09,32.9421815,35.1049215,10.4,32.15,13.36
1580,86.22,32.942214,35.1049417,10.97,31.5,16.43
1581,86.61,32.9422453,35.1049641,12.07,29.87,19.28
1582,87.11,32.9422756,35.1049886,13.53,29.04,21.76
1583,87.53,32.942305,35.1050154,15.0,28.5,23.62
1584,88.04,32.9423332,35.1050441,16.46,28.51,26.09
1585,88.42,32.9423596,35.1050743,17.38,28.77,28.87
1586,89.11,32.9423841,35.1051061,17.88,30.56,31.23
1587,89.8,32.9424068,35.1051397,18.06,33.86,33.04
1588,90.42,32.9424279,35.1051749,18.14,37.05,35.46
1589,91.19,32.9424472,35.1052116,17.69,39.73,38.28
1590,91.92,32.9424648,35.1052502,16.6,42.79,41.87
1591,92.52,32.9424807,35.1052903,15.08,45.01,45.72
1592,93.24,32.9424949,35.105332,13.28,47.09,49.72
1593,93.81,32.9425075,35.1053751,11.17,46.87,53.59
1594,94.23,32.9425181,35.1054199,9.11,46.71,57.43
1595,94.6,32.9425268,35.105466,7.61,46.81,61.24
1596,94.86,32.9425336,35.1055131,6.75,46.51,65.09
1597,94.84,32.9425383,35.1055618,6.22,46.3,69.1
1598,94.84,32.9425407,35.1056118,5.94,46.22,73.44
1599,94.53,32.9425406,35.105663,5.75,45.87,77.67
1600,94.37,32.9425377,35.1057151,5.66,44.03,81.53
1601,94.16,32.9425315,35.1057681,5.54,42.77,84.52
1602,94.15,32.9425222,35.1058215,6.13,41.99,88.14
1603,93.71,32.9425103,35.1058753,6.65,39.4,91.47
1604,93.6,32.9424956,35.1059291,7.2,36.79,94.87
1605,93.37,32.9424781,35.1059826,7.65,34.81,98.23
1606,93.18,32.9424581,35.1060359,8.24,33.54,101.42
1607,93.13,32.9424358,35.1060886,8.89,33.15,104.33
1608,92.97,32.9424112,35.1061406,9.52,33.83,107.14
1609,93.08,32.942385,35.1061916,9.54,33.99,109.62
1610,93.0,32.9423568,35.1062415,9.1,35.45,112.2
1611,93.1,32.9423266,35.1062904,8.38,39.94,115.0
1612,93.2,32.9422946,35.1063379,7.77,43.61,117.67
1613,93.4,32.942261,35.1063842,6.79,46.54,120.66
1614,93.02,32.9422254,35.1064293,5.14,49.32,124.01
1615,93.14,32.9421878,35.1064726,3.39,50.96,127.79
1616,92.91,32.9421484,35.1065143,2.31,51.66,133.18
1617,92.47,32.9421069,35.1065537,1.37,51.7,138.55
1618,92.02,32.942063,35.1065904,1.04,51.85,143.47
1619,91.48,32.9420169,35.1066239,1.2,51.38,148.3
1620,91.09,32.9419688,35.1066539,1.49,47.75,152.83
1621,90.39,32.9419186,35.1066803,1.08,42.71,157.31
1622,89.9,32.9418668,35.1067028,0.83,38.38,161.47
1623,89.52,32.941814,35.106722,0.79,36.26,164.03
1624,89.11,32.9417603,35.1067384,0.93,35.33,165.28
1625,89.04,32.9417062,35.1067523,1.7,34.53,166.63
1626,88.67,32.9416515,35.1067637,2.91,32.17,169.1
1627,87.89,32.9415965,35.1067728,3.85,30.03,172.64
1628,87.56,32.9415412,35.1067793,5.38,27.76,176.18
1629,86.96,32.9414859,35.1067836,5.9,26.93,178.76
1630,86.76,32.9414308,35.1067855,5.88,26.23,180.75
1631,86.89,32.9413759,35.1067853,5.76,25.22,182.43
1632,86.79,32.9413211,35.1067831,5.78,24.58,183.82
1633,87.05,32.9412665,35.1067791,5.72,23.81,185.23
1634,87.07,32.9412124,35.106774,5.79,23.33,186.64
1635,87.1,32.9411589,35.1067673,5.98,23.22,187.93
1636,87.08,32.9411058,35.1067591,5.98,22.75,189.56
1637,87.31,32.9410531,35.1067498,6.15,22.04,191.07
1638,87.24,32.9410007,35.1067391,6.14,22.22,192.32
1639,87.22,32.9409489,35.1067273,6.46,21.13,193.43
1640,87.36,32.9408976,35.106714,6.66,18.26,194.11
1641,87.34,32.9408467,35.1066998,6.78,14.05,195.56
1642,87.3,32.9407963,35.1066845,6.28,10.14,197.62
1643,87.57,32.9407459,35.1066683,6.65,8.43,198.68
1644,87.67,32.9406961,35.1066518,6.83,6.04,198.06
1645,87.78,32.9406464,35.1066351,7.51,3.18,197.33
1646,87.71,32.9405968,35.106618,7.77,1.22,197.04
1647,88.07,32.9405479,35.1066014,7.84,1.51,197.15
1648,88.63,32.9404998,35.1065854,8.47,0.32,196.71
1649,88.85,32.9404514,35.1065693,8.58,-1.51,196.24
1650,88.92,32.9404028,35.1065535,8.41,-2.76,195.87
1651,89.63,32.9403542,35.1065381,8.85,-4.1,195.31
1652,89.93,32.9403056,35.106523,9.33,-4.68,194.8
1653,90.08,32.9402572,35.1065085,9.42,-5.97,194.05
1654,90.69,32.9402092,35.1064949,9.77,-7.05,193.12
1655,90.77,32.9401611,35.1064822,9.75,-8.59,191.98
1656,91.26,32.9401133,35.10647,10.16,-9.27,190.61
1657,91.38,32.9400656,35.1064586,10.27,-9.32,190.22
1658,91.94,32.9400179,35.1064482,10.68,-8.42,190.66
1659,92.33,32.9399703,35.106439,10.86,-8.51,190.96
1660,92.92,32.9399227,35.1064304,10.85,-8.84,190.59
1661,93.46,32.939875,35.1064225,10.74,-9.8,189.36
1662,93.85,32.9398274,35.1064152,10.51,-13.25,187.45
1663,94.44,32.9397798,35.1064087,10.26,-17.75,185.35
1664,94.76,32.9397321,35.1064033,9.33,-23.26,182.91
1665,95.35,32.9396847,35.106399,8.36,-28.91,179.53
1666,95.65,32.9396371,35.1063966,6.92,-33.71,176.17
1667,96.0,32.9395892,35.1063961,5.05,-37.2,173.06
1668,96.17,32.9395411,35.1063977,4.28,-39.06,169.61
1669,96.5,32.9394924,35.1064017,3.44,-40.96,166.1
1670,96.62,32.9394434,35.1064084,2.43,-42.93,162.57
1671,96.7,32.9393945,35.1064181,1.73,-45.62,158.6
1672,96.38,32.9393457,35.106431,1.32,-48.6,154.06
1673,96.41,32.939298,35.1064479,1.11,-50.65,148.38
1674,96.16,32.9392514,35.1064694,0.88,-52.65,141.85
1675,96.18,32.9392058,35.1064953,-0.23,-54.69,135.8
1676,95.98,32.9391625,35.1065255,-1.45,-55.13,129.47
1677,95.7,32.9391214,35.1065601,-2.86,-56.39,122.83
1678,95.26,32.9390831,35.1065985,-4.1,-56.56,116.11
1679,95.03,32.9390473,35.1066399,-4.14,-55.78,109.11
1680,94.38,32.9390141,35.1066845,-4.06,-53.79,102.76
1681,93.97,32.9389851,35.106733,-4.61,-53.08,96.22
1682,93.36,32.9389608,35.1067839,-4.97,-52.81,89.05
1683,92.87,32.9389406,35.1068366,-5.69,-52.59,82.87
1684,92.2,32.9389252,35.1068908,-6.24,-51.87,77.22
1685,91.45,32.9389147,35.1069458,-7.35,-50.63,72.57
1686,91.06,32.9389091,35.1070009,-7.87,-48.4,68.45
1687,90.38,32.9389076,35.1070556,-6.92,-44.33,63.49
1688,89.71,32.9389094,35.1071097,-5.34,-39.39,57.13
1689,88.9,32.9389146,35.1071628,-3.94,-36.15,51.35
1690,88.21,32.9389242,35.1072146,-0.76,-36.14,47.1
1691,87.75,32.9389374,35.1072642,1.94,-39.86,44.98
1692,87.3,32.938954,35.1073111,3.68,-42.57,42.18
1693,87.09,32.9389737,35.1073556,3.8,-45.88,38.22
1694,87.18,32.9389958,35.107397,3.01,-48.63,33.32
1695,87.01,32.9390202,35.1074353,1.86,-49.96,27.35
1696,86.74,32.9390474,35.1074706,0.59,-49.94,20.88
1697,86.82,32.9390757,35.1075013,0.15,-50.5,14.22
1698,86.59,32.9391064,35.107528,0.51,-51.2,7.84
1699,86.55,32.9391381,35.1075493,0.9,-52.78,1.96
1700,86.43,32.9391713,35.1075657,1.04,-53.34,356.48
1701,86.22,32.9392043,35.1075758,0.97,-52.26,350.61
1702,86.19,32.9392374,35.1075805,0.14,-49.3,344.48
1703,86.0,32.9392708,35.1075801,-1.17,-47.2,339.13
1704,85.9,32.9393043,35.1075751,-2.25,-46.35,333.8
1705,85.92,32.9393363,35.1075653,-2.6,-42.84,329.51
1706,85.68,32.9393676,35.1075519,-2.37,-37.04,326.87
1707,85.56,32.9393979,35.107535,-1.75,-27.78,324.41
1708,85.2,32.9394272,35.1075158,-0.78,-19.17,322.55
1709,84.91,32.9394552,35.107494,0.01,-12.21,320.91
1710,84.74,32.9394823,35.107471,0.44,-13.2,319.94
1711,84.45,32.9395085,35.1074465,1.0,-15.03,319.63
1712,84.29,32.9395346,35.1074212,0.99,-14.71,318.96
1713,84.39,32.9395596,35.1073947,1.31,-12.12,317.71
1714,84.31,32.9395845,35.1073671,1.5,-8.04,316.56
1715,84.55,32.9396086,35.107339,1.9,-7.85,315.46
1716,84.31,32.9396328,35.107311,2.48,-8.81,314.78
1717,84.35,32.9396556,35.1072825,2.88,-8.59,314.09
1718,84.26,32.9396775,35.1072532,3.57,-7.52,313.29
1719,84.03,32.9396997,35.1072238,4.11,-6.96,312.53
1720,84.22,32.939721,35.1071939,4.38,-7.43,311.83
1721,84.72,32.9397425,35.1071634,4.28,-6.84,310.73
1722,84.91,32.9397639,35.1071328,2.32,-3.6,309.8
1723,85.48,32.9397845,35.1071025,1.02,-3.09,309.63
1724,85.78,32.9398051,35.107072,0.0,-1.65,310.08
1725,85.72,32.939825,35.1070411,0.09,-1.32,309.98
1726,85.46,32.9398447,35.1070095,0.59,-1.63,309.71
1727,85.27,32.9398651,35.1069783,0.77,-2.67,309.53
1728,85.19,32.9398848,35.1069466,1.25,-3.05,309.36
1729,85.2,32.9399045,35.1069146,1.46,-3.78,309.11
1730,85.08,32.9399241,35.1068827,1.84,-5.42,308.67
1731,85.19,32.9399436,35.1068506,2.11,-6.01,307.91
1732,85.26,32.939963,35.1068181,2.24,-6.16,307.22
1733,85.18,32.9399821,35.1067848,2.57,-7.11,306.41
1734,85.28,32.9400004,35.1067506,2.68,-8.34,305.55
1735,85.37,32.9400183,35.1067161,2.64,-8.9,304.86
1736,85.41,32.9400362,35.1066815,2.94,-9.52,304.41
1737,85.44,32.9400535,35.1066465,3.04,-9.39,303.56
1738,85.57,32.9400699,35.1066115,3.55,-4.76,302.18
1739,85.49,32.9400857,35.106576,3.96,-1.31,300.6
1740,85.5,32.9401015,35.1065407,4.33,-1.77,299.85
1741,85.67,32.9401174,35.1065052,4.42,-2.75,300.28
1742,85.9,32.9401325,35.1064698,4.74,-2.35,301.22
1743,86.18,32.9401473,35.1064342,4.71,-0.27,301.65
1744,86.31,32.9401617,35.1063983,2.95,2.34,301.32
1745,86.8,32.9401764,35.1063628,2.2,3.27,301.15
1746,87.14,32.9401909,35.106327,2.5,4.25,301.13
1747,86.99,32.9402053,35.1062913,2.99,4.64,301.36
1748,86.67,32.9402199,35.1062559,3.33,5.71,301.58
1749,86.64,32.9402349,35.1062207,3.63,6.23,301.97
1750,86.71,32.9402505,35.1061858,3.54,6.89,302.25
1751,86.77,32.9402659,35.1061513,2.94,8.11,302.28
1752,86.74,32.9402814,35.1061169,0.69,9.68,301.91
1753,87.06,32.9402972,35.1060829,-1.85,11.61,301.85
1754,87.23,32.9403133,35.1060491,-1.85,12.35,302.62
1755,86.45,32.9403296,35.1060151,-1.9,12.93,303.44
1756,85.81,32.9403469,35.1059815,-1.95,12.56,303.47
1757,85.55,32.9403655,35.1059485,-2.06,12.52,303.87
1758,85.25,32.9403845,35.1059152,-2.16,11.29,305.24
1759,84.94,32.9404043,35.105882,-2.34,10.31,307.09
1760,84.42,32.9404245,35.1058494,-2.25,10.99,308.53
1761,84.02,32.9404448,35.1058171,-2.05,10.17,309.03
1762,83.89,32.9404655,35.1057848,-1.99,9.13,309.35
1763,83.5,32.9404872,35.1057526,-1.67,8.01,309.79
1764,83.04,32.9405097,35.1057206,-1.95,7.16,310.68
1765,82.68,32.9405325,35.1056889,-2.01,6.22,311.32
1766,82.47,32.9405554,35.1056575,-1.59,5.6,311.57
1767,82.19,32.9405787,35.105626,-0.79,2.37,311.72
1768,81.43,32.940602,35.1055948,-0.9,0.08,311.85
1769,81.3,32.9406254,35.1055637,-1.24,0.6,312.12
1770,81.65,32.9406487,35.1055322,-1.3,1.8,312.17
1771,81.48,32.940672,35.1055008,-1.03,4.96,312.1
1772,81.33,32.9406953,35.1054696,-0.53,6.69,311.02
1773,80.91,32.9407187,35.1054385,-0.17,6.76,311.05
1774,80.62,32.9407424,35.1054076,-0.02,7.01,312.26
1775,80.12,32.9407663,35.1053769,-0.03,6.6,313.21
1776,79.98,32.9407902,35.1053463,0.22,6.79,314.04
1777,79.81,32.9408147,35.1053159,0.41,7.21,314.48
1778,79.71,32.9408394,35.1052859,0.43,8.29,314.87
1779,79.51,32.9408642,35.1052569,0.91,8.21,315.24
1780,79.27,32.9408894,35.1052281,1.69,7.55,315.19
1781,78.92,32.9409151,35.1051998,1.86,8.37,314.8
1782,78.59,32.9409411,35.105172,1.75,8.07,315.17
1783,78.84,32.940967,35.1051449,2.03,8.03,316.74
1784,78.56,32.9409934,35.105118,2.12,7.96,317.94
1785,78.64,32.9410197,35.1050915,2.23,8.37,318.46
1786,78.29,32.9410458,35.1050656,2.83,8.38,318.36
1787,78.26,32.941072,35.1050404,3.2,8.05,318.2
1788,78.08,32.9410984,35.1050155,3.64,7.3,318.26
1789,77.77,32.9411252,35.1049908,3.56,6.42,319.08
1790,77.58,32.9411522,35.1049668,3.46,4.52,319.9
1791,77.49,32.9411792,35.1049432,3.82,4.27,320.24
1792,77.49,32.9412061,35.10492,4.22,5.76,320.13
1793,77.19,32.9412329,35.1048972,4.72,9.17,319.96
1794,77.24,32.9412596,35.1048747,5.4,13.15,321.07
1795,77.3,32.9412865,35.1048531,5.89,16.59,322.75
1796,77.28,32.941314,35.1048326,6.01,18.86,324.39
1797,77.47,32.941342,35.1048134,6.15,18.04,326.54
1798,77.39,32.9413701,35.1047957,5.82,18.55,328.62
1799,77.73,32.9413987,35.1047789,5.74,19.53,330.17
1800,78.0,32.9414272,35.1047633,5.93,19.2,331.11
1801,78.07,32.9414558,35.104749,6.53,18.35,331.71
1802,77.87,32.9414847,35.1047362,6.57,16.83,332.69
1803,77.96,32.9415137,35.1047246,6.48,16.72,334.34
1804,78.18,32.9415428,35.104714,6.43,16.22,336.23
1805,78.22,32.9415722,35.1047048,6.24,14.92,337.99
1806,78.28,32.9416017,35.1046968,5.87,14.72,339.43
1807,78.61,32.9416313,35.1046897,5.95,15.71,340.45
1808,78.65,32.941661,35.1046836,6.08,16.88,341.25
1809,78.63,32.9416907,35.1046783,6.12,17.87,342.07
1810,78.7,32.9417203,35.1046742,6.29,19.56,343.59
1811,78.74,32.9417502,35.1046713,5.92,21.74,345.59
1812,78.82,32.9417804,35.1046699,5.66,22.49,346.77
1813,78.85,32.9418106,35.1046699,5.32,22.49,348.17
1814,78.76,32.9418407,35.1046713,5.09,24.84,350.65
1815,78.81,32.9418707,35.104674,4.66,26.84,353.23
1816,78.74,32.941901,35.1046785,3.99,28.65,355.8
1817,78.85,32.9419313,35.1046849,2.81,31.48,358.61
1818,78.86,32.9419616,35.1046929,2.1,33.62,0.96
1819,78.71,32.9419921,35.1047025,1.34,34.85,3.65
1820,78.47,32.9420226,35.1047143,0.69,35.7,6.23
1821,77.92,32.9420531,35.1047283,0.92,35.81,8.73
1822,77.56,32.9420832,35.1047446,1.95,35.59,11.78
1823,76.94,32.942113,35.1047635,2.91,34.85,14.88
1824,76.37,32.9421426,35.1047854,3.6,33.58,17.83
1825,76.07,32.9421716,35.1048102,4.41,32.07,21.47
1826,75.55,32.9421996,35.1048376,6.28,30.97,25.45
1827,74.98,32.9422265,35.1048674,8.15,29.74,28.9
1828,74.74,32.9422519,35.1049001,9.85,27.52,31.88
1829,74.68,32.9422757,35.1049353,11.7,26.7,34.67
1830,74.51,32.942298,35.1049725,13.53,25.71,37.45
1831,74.82,32.9423186,35.1050113,15.25,23.63,40.45
1832,75.5,32.9423371,35.1050513,16.81,21.74,42.95
1833,76.17,32.9423535,35.1050923,18.53,20.27,44.49
1834,76.74,32.9423683,35.105134,19.73,18.67,45.56
1835,77.68,32.9423815,35.1051761,20.05,18.98,46.22
1836,78.49,32.9423932,35.1052184,20.12,19.69,46.61
1837,79.32,32.9424036,35.1052607,20.22,21.46,47.7
1838,80.05,32.9424132,35.1053031,19.9,22.78,49.44
